id,Class,Order,Family,Genus,Species,Sub.species,Authority,Common.Name,Location.of.population,Country.list,Region,Decimal.Latitude,Decimal.Longitude,Are.coordinates.for.specific.location.,system,biome,realm,Native,Alien,Invasive,Units,Sampling.method,Data.transformed,year,pop
19167,Actinopteri,Acropomatiformes,Epigonidae,Epigonus,telescopus,,(Risso 1810),Black cardinal fish,East coast of North Island,New Zealand,Oceania,-40.025534,177.476195,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1972,35804.1
19174,Actinopteri,Gadiformes,Merlucciidae,Macruronus,novaezelandiae,,(Hector 1871),Blue grenadier,Eastern New Zealand,New Zealand,Oceania,-43.547136,174.335306,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1972,426557
19236,Actinopteri,Scombriformes,Centrolophidae,Hyperoglyphe,antarctica,,(Carmichael 1819),Bluenose warehou,New Zealand,New Zealand,Oceania,-43.261601,173.193165,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1972,40744.2
19237,Actinopteri,Scombriformes,Gempylidae,Rexea,solandri,,(Cuvier 1832),Silver gemfish,New Zealand,New Zealand,Oceania,-43.261601,173.193165,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1972,9788.5
19238,Actinopteri,Centrarchiformes,Latridae,Nemadactylus,macropterus,,(Forster 1801),Tarakihi,New Zealand,New Zealand,Oceania,-43.261601,173.193165,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1972,14365.4
19240,Actinopteri,Perciformes,Uranoscopidae,Kathetostoma,giganteum,,Haast 1873,Giant stargazer,New Zealand Area 7,New Zealand,Oceania,-41.435959,169.196266,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1972,9057.82
19241,Actinopteri,Perciformes,Carangidae,Pseudocaranx,dentex,,(Bloch & Schneider 1801),White trevally,New Zealand Area 7,New Zealand,Oceania,-41.435959,169.196266,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1972,43813.4
19242,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel,New Zealand Areas 3 and 4,New Zealand,Oceania,-44.165796,177.095481,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1972,276694
19243,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel,New Zealand Areas 5 and 6,New Zealand,Oceania,-51.446946,170.766115,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1972,332209
19244,Actinopteri,Trachichthyiformes,Trachichthyidae,Hoplostethus,atlanticus,,Collett 1889,Orange roughy,New Zealand Mid East Coast,New Zealand,Oceania,-43.547136,174.335306,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1972,101877
19307,Actinopteri,Beryciformes,Berycidae,Centroberyx,gerrardi,,(Günther 1887),Bight redfish,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,1972,18684.5
19308,Actinopteri,Gadiformes,Merlucciidae,Macruronus,novaezelandiae,,(Hector 1871),Blue grenadier,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v3.0 model,No,1972,47329.15
19309,Actinopteri,Scombriformes,Gempylidae,Rexea,solandri,,(Cuvier 1832),Silver gemfish,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,1972,8595.17
19311,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,1972,6926
19313,Actinopteri,Perciformes,Sillaginidae,Sillago,flindersi,,McKay 1985,Eastern school whiting,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,1972,7376.01
19368,Actinopteri,Zeiformes,Oreosomatidae,Pseudocyttus,maculatus,,Gilchrist 1906,Smooth oreo dory,West end of Chatham Rise,New Zealand,Oceania,-43.5,180,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1972,83804.6
19373,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel,Western half of Southeast Australia,Australia,Oceania,-36.566674,134.508221,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,1972,7036.59
19374,Actinopteri,Gadiformes,Merlucciidae,Macruronus,novaezelandiae,,(Hector 1871),Blue grenadier,Western New Zealand,New Zealand,Oceania,-42.507086,167.443493,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1972,756142
25521,Actinopteri,Scombriformes,Scombridae,Thunnus,alalunga,,(Bonnaterre 1788),Albacore tuna,Vanuatu EEZ,Vanuatu,Oceania,-16.625429,168.518428,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (number of fish per thousand hooks),Data from reports about fish catch and both Japanese and Taiwanese longliners vessels-effort (in thousands of hooks).,Yes,1972,29.76
25522,Actinopteri,Scombriformes,Scombridae,Thunnus,obesus,,(Lowe 1839),Bigeye tuna,Vanuatu EEZ,Vanuatu,Oceania,-16.625429,168.518428,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (number of fish per thousand hooks),Data from reports about fish catch and both Japanese and Taiwanese longliners vessels-effort (in thousands of hooks).,Yes,1972,1.46
25523,Actinopteri,Scombriformes,Scombridae,Thunnus,albacares,,(Bonnaterre 1788),Yellowfin tuna,Vanuatu EEZ,Vanuatu,Oceania,-16.625429,168.518428,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (number of fish per thousand hooks),Data from reports about fish catch and both Japanese and Taiwanese longliners vessels-effort (in thousands of hooks).,No,1972,8.79
25524,Actinopteri,Scombriformes,Scombridae,Katsuwonus,pelamis,,(Linnaeus 1758),Skipjack tuna,Vanuatu EEZ,Vanuatu,Oceania,-16.625429,168.518428,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (number of fish per thousand hooks),Data from reports about fish catch and both Japanese and Taiwanese longliners vessels-effort (in thousands of hooks).,No,1972,0
25526,Actinopteri,Istiophoriformes,Istiophoridae,Istiompax,indica,,(Cuvier 1832),Black marlin,Vanuatu EEZ,Vanuatu,Oceania,-16.625429,168.518428,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (number of fish per thousand hooks),Data from reports about fish catch and both Japanese and Taiwanese longliners vessels-effort (in thousands of hooks).,No,1972,0.07
25528,Actinopteri,Istiophoriformes,Istiophoridae,Makaira,mazara,,(Jordan & Snyder 1901),Indo-Pacific blue marlin,Vanuatu EEZ,Vanuatu,Oceania,-16.625429,168.518428,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (number of fish per thousand hooks),Data from reports about fish catch and both Japanese and Taiwanese longliners vessels-effort (in thousands of hooks).,Yes,1972,0.36
25532,Actinopteri,Istiophoriformes,Istiophoridae,Kajikia,audax,,(Philippi 1887),Striped marlin,Vanuatu EEZ,Vanuatu,Oceania,-16.625429,168.518428,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (number of fish per thousand hooks),Data from reports about fish catch and both Japanese and Taiwanese longliners vessels-effort (in thousands of hooks).,No,1972,0.37
25535,Actinopteri,Istiophoriformes,Xiphiidae,Xiphias,gladius,,Linnaeus 1758,Swordfish,Vanuatu EEZ,Vanuatu,Oceania,-16.625429,168.518428,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (number of fish per thousand hooks),Data from reports about fish catch and both Japanese and Taiwanese longliners vessels-effort (in thousands of hooks).,Yes,1972,0.11
25537,Actinopteri,Istiophoriformes,Istiophoridae,Istiophorus,platypterus,,(Shaw 1792),Indo-Pacific sailfish,Vanuatu EEZ,Vanuatu,Oceania,-16.625429,168.518428,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (number of fish per thousand hooks),Data from reports about fish catch and both Japanese and Taiwanese longliners vessels-effort (in thousands of hooks).,No,1972,0.12
2077,Actinopteri,Perciformes,Sparidae,Chrysophrys,auratus,,(Forster 1801),Silver seabream,"Hauraki gulf/Bay of Plenty, New Zealand",New Zealand,Oceania,-36,170,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Spawning stock biomass/tonnes,RV,No,1973,36871
2078,Actinopteri,Perciformes,Sparidae,Chrysophrys,auratus,,(Forster 1801),Silver seabream,New Zealand SNA 8,New Zealand,Oceania,-37,173.5,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Spawning stock biomass/tonnes,Catch per unit effort and mark-recapture,No,1973,50895.8
2283,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,patagonicus,,"Miller, 1778",King penguin,Macquarie Island,Australia,Oceania,-54.61667,158.9,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Artificial percentage increase,Unknown,No,1973,130.57514
2289,Aves,Procellariiformes,Diomedeidae,Thalassarche,cauta,,"(Gould, 1841)",Shy albatross,"Albatross Island, Tasmania",Australia,Oceania,-40.37639,144.65556,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Number of breeding pairs,Survey,No,1973,1505
7730,Reptilia,Testudines,Cheloniidae,Natator,depressus,,"(Garman, 1880)",Flatback turtle,"Woongarra nesting population, Queensland, Australia",Australia,Oceania,-24.7,152.56667,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,nesters,unknown,No,1973,6
8970,Aves,Procellariiformes,Diomedeidae,Thalassarche,bulleri,,"(Rothschild, 1893)",Buller's albatross,"Mollymawk Bay, North East Island, The Snares, New Zealand",New Zealand,Oceania,-48.01667,166.56667,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Number of breeding pairs,Ground counts,No,1973,84
11202,Actinopteri,Perciformes,Platycephalidae,Platycephalus,richardsoni,,Castelnau 1872,Tiger flathead,South-eastern Australian continental shelf,Australia,Oceania,-34.90028,151.01472,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch weight per haul index,Historical trawler data,No,1973,3456.51
11206,Actinopteri,Centrarchiformes,Latridae,Nemadactylus,macropterus,,(Forster 1801),Tarakihi,South-eastern Australian continental shelf,Australia,Oceania,-34.90028,151.01472,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch weight per haul index,Historical trawler data,No,1973,21710.1
15327,Reptilia,Testudines,Cheloniidae,Caretta,caretta,,"(Linnaeus, 1758)",Loggerhead sea turtle / Loggerhead turtle,"Woongarra Coast beween Burnett and Elliott Rivers, mainland eastern Australia",Australia,Oceania,-24.821615,152.465775,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Total number of female turtles,Total tagging census for entire breeding season of five beaches of the Woongarra coast.,No,1973,631
18021,Aves,Sphenisciformes,Spheniscidae,Eudyptes,chrysocome,,"(Forster, 1781)",Southern rockhopper penguin,Auckland Islands,New Zealand,Oceania,-50.666667,166.5,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Number of breeding pairs,Boat survey of the shoreline,No,1973,7500
19125,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel,New Zealand Area 7,New Zealand,Oceania,-41.435959,169.196266,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1973,81424.5
19126,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel, New Zealand Area 72,New Zealand,Oceania,-40.475252,174.32103,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1973,7867.11
19167,Actinopteri,Acropomatiformes,Epigonidae,Epigonus,telescopus,,(Risso 1810),Black cardinal fish,East coast of North Island,New Zealand,Oceania,-40.025534,177.476195,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1973,35804.1
19168,Actinopteri,Zeiformes,Oreosomatidae,Pseudocyttus,maculatus,,Gilchrist 1906,Smooth oreo dory,East Pukaki Rise,New Zealand,Oceania,-50,172,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1973,17372.1
19174,Actinopteri,Gadiformes,Merlucciidae,Macruronus,novaezelandiae,,(Hector 1871),Blue grenadier,Eastern New Zealand,New Zealand,Oceania,-43.547136,174.335306,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1973,425258
19236,Actinopteri,Scombriformes,Centrolophidae,Hyperoglyphe,antarctica,,(Carmichael 1819),Bluenose warehou,New Zealand,New Zealand,Oceania,-43.261601,173.193165,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1973,40706
19237,Actinopteri,Scombriformes,Gempylidae,Rexea,solandri,,(Cuvier 1832),Silver gemfish,New Zealand,New Zealand,Oceania,-43.261601,173.193165,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1973,9728.5
19238,Actinopteri,Centrarchiformes,Latridae,Nemadactylus,macropterus,,(Forster 1801),Tarakihi,New Zealand,New Zealand,Oceania,-43.261601,173.193165,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1973,14252
19240,Actinopteri,Perciformes,Uranoscopidae,Kathetostoma,giganteum,,Haast 1873,Giant stargazer,New Zealand Area 7,New Zealand,Oceania,-41.435959,169.196266,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1973,9043.23
19241,Actinopteri,Perciformes,Carangidae,Pseudocaranx,dentex,,(Bloch & Schneider 1801),White trevally,New Zealand Area 7,New Zealand,Oceania,-41.435959,169.196266,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1973,41421.9
19242,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel,New Zealand Areas 3 and 4,New Zealand,Oceania,-44.165796,177.095481,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1973,276474
19243,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel,New Zealand Areas 5 and 6,New Zealand,Oceania,-51.446946,170.766115,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1973,331759
19244,Actinopteri,Trachichthyiformes,Trachichthyidae,Hoplostethus,atlanticus,,Collett 1889,Orange roughy,New Zealand Mid East Coast,New Zealand,Oceania,-43.547136,174.335306,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1973,101877
19307,Actinopteri,Beryciformes,Berycidae,Centroberyx,gerrardi,,(Günther 1887),Bight redfish,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,1973,18684
19308,Actinopteri,Gadiformes,Merlucciidae,Macruronus,novaezelandiae,,(Hector 1871),Blue grenadier,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v3.0 model,No,1973,49080.3
19309,Actinopteri,Scombriformes,Gempylidae,Rexea,solandri,,(Cuvier 1832),Silver gemfish,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,1973,8386.39
19311,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,1973,6926
19313,Actinopteri,Perciformes,Sillaginidae,Sillago,flindersi,,McKay 1985,Eastern school whiting,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,1973,7406.12
19341,Actinopteri,Zeiformes,Oreosomatidae,Pseudocyttus,maculatus,,Gilchrist 1906,Smooth oreo dory,Southland New Zealand,New Zealand,Oceania,-46.116954,165.912014,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1973,16828.6
19367,Actinopteri,Zeiformes,Oreosomatidae,Allocyttus,niger,,"James, Inada & Nakamura 1988",Black oreo,West end of Chatham Rise,New Zealand,Oceania,-43.5,180,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1973,89015.2
19368,Actinopteri,Zeiformes,Oreosomatidae,Pseudocyttus,maculatus,,Gilchrist 1906,Smooth oreo dory,West end of Chatham Rise,New Zealand,Oceania,-43.5,180,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1973,82277.7
19373,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel,Western half of Southeast Australia,Australia,Oceania,-36.566674,134.508221,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,1973,7036.59
19374,Actinopteri,Gadiformes,Merlucciidae,Macruronus,novaezelandiae,,(Hector 1871),Blue grenadier,Western New Zealand,New Zealand,Oceania,-42.507086,167.443493,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1973,753105
25521,Actinopteri,Scombriformes,Scombridae,Thunnus,alalunga,,(Bonnaterre 1788),Albacore tuna,Vanuatu EEZ,Vanuatu,Oceania,-16.625429,168.518428,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (number of fish per thousand hooks),Data from reports about fish catch and both Japanese and Taiwanese longliners vessels-effort (in thousands of hooks).,Yes,1973,25.7
25522,Actinopteri,Scombriformes,Scombridae,Thunnus,obesus,,(Lowe 1839),Bigeye tuna,Vanuatu EEZ,Vanuatu,Oceania,-16.625429,168.518428,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (number of fish per thousand hooks),Data from reports about fish catch and both Japanese and Taiwanese longliners vessels-effort (in thousands of hooks).,Yes,1973,1.55
25523,Actinopteri,Scombriformes,Scombridae,Thunnus,albacares,,(Bonnaterre 1788),Yellowfin tuna,Vanuatu EEZ,Vanuatu,Oceania,-16.625429,168.518428,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (number of fish per thousand hooks),Data from reports about fish catch and both Japanese and Taiwanese longliners vessels-effort (in thousands of hooks).,No,1973,7.79
